IB1FV01_1cm,IB1FV01_7cm,IB1FV01_11cm,timestamp
11.066,10.886,10.862,10/21/2021 6:30
11.004,10.823,10.862,10/21/2021 7:00
10.941,10.823,10.862,10/21/2021 7:30
10.878,10.823,10.862,10/21/2021 8:00
10.878,10.761,10.799,10/21/2021 8:30
10.878,10.761,10.799,10/21/2021 9:00
10.878,10.761,10.799,10/21/2021 9:30
10.941,10.761,10.799,10/21/2021 10:00
11.066,10.823,10.862,10/21/2021 10:30
11.129,10.886,10.862,10/21/2021 11:00
11.254,10.886,10.862,10/21/2021 11:30
11.379,10.949,10.924,10/21/2021 12:00
11.567,11.011,10.924,10/21/2021 12:30
11.692,11.074,10.987,10/21/2021 13:00
11.818,11.137,11.049,10/21/2021 13:30
12.005,11.199,11.049,10/21/2021 14:00
12.131,11.262,11.112,10/21/2021 14:30
12.318,11.387,11.112,10/21/2021 15:00
12.381,11.45,11.175,10/21/2021 15:30
12.381,11.45,11.175,10/21/2021 16:00
12.381,11.45,11.237,10/21/2021 16:30
12.443,11.512,11.237,10/21/2021 17:00
12.381,11.512,11.237,10/21/2021 17:30
12.381,11.512,11.237,10/21/2021 18:00
12.381,11.512,11.237,10/21/2021 18:30
12.318,11.512,11.237,10/21/2021 19:00
12.256,11.45,11.237,10/21/2021 19:30
12.193,11.45,11.237,10/21/2021 20:00
12.131,11.45,11.237,10/21/2021 20:30
12.068,11.387,11.237,10/21/2021 21:00
12.005,11.387,11.237,10/21/2021 21:30
11.943,11.387,11.237,10/21/2021 22:00
11.88,11.325,11.175,10/21/2021 22:30
11.818,11.325,11.175,10/21/2021 23:00
11.755,11.325,11.175,10/21/2021 23:30
11.692,11.262,11.175,10/22/2021 0:00
11.63,11.262,11.175,10/22/2021 0:30
11.567,11.262,11.175,10/22/2021 1:00
11.567,11.199,11.112,10/22/2021 1:30
11.505,11.199,11.112,10/22/2021 2:00
11.442,11.199,11.112,10/22/2021 2:30
11.442,11.137,11.112,10/22/2021 3:00
11.442,11.137,11.112,10/22/2021 3:30
11.442,11.137,11.112,10/22/2021 4:00
11.442,11.137,11.112,10/22/2021 4:30
11.379,11.137,11.112,10/22/2021 5:00
11.379,11.137,11.049,10/22/2021 5:30
11.379,11.137,11.112,10/22/2021 6:00
11.379,11.137,11.049,10/22/2021 6:30
11.379,11.074,11.049,10/22/2021 7:00
11.379,11.074,11.049,10/22/2021 7:30
11.317,11.074,11.049,10/22/2021 8:00
11.317,11.074,11.049,10/22/2021 8:30
11.317,11.074,11.049,10/22/2021 9:00
11.379,11.074,11.049,10/22/2021 9:30
11.442,11.074,11.049,10/22/2021 10:00
11.567,11.137,11.049,10/22/2021 10:30
11.63,11.199,11.112,10/22/2021 11:00
11.755,11.262,11.112,10/22/2021 11:30
11.88,11.262,11.175,10/22/2021 12:00
12.005,11.325,11.175,10/22/2021 12:30
12.131,11.387,11.237,10/22/2021 13:00
12.256,11.45,11.237,10/22/2021 13:30
12.318,11.45,11.3,10/22/2021 14:00
12.381,11.512,11.3,10/22/2021 14:30
12.381,11.512,11.3,10/22/2021 15:00
12.381,11.575,11.3,10/22/2021 15:30
12.443,11.575,11.362,10/22/2021 16:00
12.443,11.575,11.362,10/22/2021 16:30
12.443,11.575,11.362,10/22/2021 17:00
12.443,11.638,11.362,10/22/2021 17:30
12.381,11.638,11.362,10/22/2021 18:00
12.381,11.575,11.362,10/22/2021 18:30
12.318,11.575,11.362,10/22/2021 19:00
12.256,11.575,11.362,10/22/2021 19:30
12.193,11.575,11.362,10/22/2021 20:00
12.131,11.512,11.362,10/22/2021 20:30
12.068,11.512,11.362,10/22/2021 21:00
12.005,11.512,11.362,10/22/2021 21:30
11.943,11.45,11.3,10/22/2021 22:00
11.88,11.45,11.3,10/22/2021 22:30
11.818,11.387,11.3,10/22/2021 23:00
11.755,11.387,11.3,10/22/2021 23:30
11.692,11.387,11.237,10/23/2021 0:00
11.63,11.325,11.237,10/23/2021 0:30
11.567,11.325,11.237,10/23/2021 1:00
11.505,11.262,11.237,10/23/2021 1:30
11.442,11.262,11.175,10/23/2021 2:00
11.379,11.199,11.175,10/23/2021 2:30
11.254,11.137,11.112,10/23/2021 3:00
11.129,11.074,11.112,10/23/2021 3:30
11.004,11.011,11.049,10/23/2021 4:00
10.878,10.949,11.049,10/23/2021 4:30
10.816,10.949,10.987,10/23/2021 5:00
10.753,10.886,10.987,10/23/2021 5:30
10.628,10.823,10.924,10/23/2021 6:00
10.503,10.761,10.924,10/23/2021 6:30
10.315,10.698,10.862,10/23/2021 7:00
10.252,10.635,10.799,10/23/2021 7:30
10.127,10.573,10.799,10/23/2021 8:00
10.127,10.51,10.736,10/23/2021 8:30
10.127,10.51,10.736,10/23/2021 9:00
10.127,10.51,10.736,10/23/2021 9:30
10.19,10.51,10.736,10/23/2021 10:00
10.252,10.51,10.736,10/23/2021 10:30
10.315,10.51,10.736,10/23/2021 11:00
10.378,10.573,10.736,10/23/2021 11:30
10.503,10.573,10.736,10/23/2021 12:00
10.565,10.573,10.736,10/23/2021 12:30
10.628,10.635,10.736,10/23/2021 13:00
10.691,10.635,10.736,10/23/2021 13:30
10.753,10.635,10.799,10/23/2021 14:00
10.816,10.698,10.799,10/23/2021 14:30
10.941,10.761,10.799,10/23/2021 15:00
10.941,10.761,10.799,10/23/2021 15:30
10.941,10.761,10.799,10/23/2021 16:00
11.004,10.761,10.799,10/23/2021 16:30
10.941,10.761,10.799,10/23/2021 17:00
10.941,10.761,10.799,10/23/2021 17:30
10.878,10.761,10.799,10/23/2021 18:00
10.816,10.698,10.799,10/23/2021 18:30
10.816,10.698,10.799,10/23/2021 19:00
10.753,10.698,10.736,10/23/2021 19:30
10.753,10.635,10.736,10/23/2021 20:00
10.691,10.635,10.736,10/23/2021 20:30
10.691,10.635,10.736,10/23/2021 21:00
10.628,10.635,10.736,10/23/2021 21:30
10.628,10.573,10.736,10/23/2021 22:00
10.565,10.573,10.674,10/23/2021 22:30
10.565,10.573,10.674,10/23/2021 23:00
10.503,10.573,10.674,10/23/2021 23:30
10.44,10.51,10.674,10/24/2021 0:00
10.378,10.51,10.674,10/24/2021 0:30
10.315,10.447,10.611,10/24/2021 1:00
10.19,10.385,10.611,10/24/2021 1:30
10.127,10.385,10.549,10/24/2021 2:00
10.002,10.322,10.549,10/24/2021 2:30
9.939,10.259,10.486,10/24/2021 3:00
9.877,10.259,10.486,10/24/2021 3:30
9.814,10.197,10.423,10/24/2021 4:00
9.689,10.134,10.423,10/24/2021 4:30
9.564,10.071,10.361,10/24/2021 5:00
9.438,10.009,10.361,10/24/2021 5:30
9.313,9.946,10.298,10/24/2021 6:00
9.251,9.883,10.298,10/24/2021 6:30
9.125,9.821,10.236,10/24/2021 7:00
9,9.758,10.173,10/24/2021 7:30
8.875,9.695,10.11,10/24/2021 8:00
8.812,9.633,10.11,10/24/2021 8:30
8.812,9.633,10.11,10/24/2021 9:00
8.875,9.633,10.048,10/24/2021 9:30
8.938,9.633,10.048,10/24/2021 10:00
9,9.633,10.048,10/24/2021 10:30
9.125,9.633,10.048,10/24/2021 11:00
9.188,9.695,10.11,10/24/2021 11:30
9.313,9.758,10.11,10/24/2021 12:00
9.438,9.821,10.11,10/24/2021 12:30
9.564,9.821,10.11,10/24/2021 13:00
9.626,9.883,10.173,10/24/2021 13:30
9.814,9.883,10.173,10/24/2021 14:00
9.939,9.946,10.173,10/24/2021 14:30
10.065,10.009,10.236,10/24/2021 15:00
10.127,10.071,10.236,10/24/2021 15:30
10.19,10.071,10.236,10/24/2021 16:00
10.19,10.134,10.298,10/24/2021 16:30
10.252,10.134,10.298,10/24/2021 17:00
10.252,10.134,10.298,10/24/2021 17:30
10.19,10.134,10.298,10/24/2021 18:00
10.127,10.134,10.236,10/24/2021 18:30
10.065,10.071,10.236,10/24/2021 19:00
10.002,10.071,10.236,10/24/2021 19:30
10.002,10.071,10.236,10/24/2021 20:00
10.002,10.009,10.236,10/24/2021 20:30
10.002,10.071,10.236,10/24/2021 21:00
10.002,10.071,10.236,10/24/2021 21:30
10.002,10.009,10.236,10/24/2021 22:00
10.002,10.071,10.236,10/24/2021 22:30
9.939,10.071,10.236,10/24/2021 23:00
9.939,10.009,10.236,10/24/2021 23:30
9.939,10.009,10.236,10/25/2021 0:00
9.939,10.009,10.236,10/25/2021 0:30
10.002,10.009,10.236,10/25/2021 1:00
10.002,10.071,10.236,10/25/2021 1:30
10.002,10.009,10.236,10/25/2021 2:00
10.002,10.071,10.236,10/25/2021 2:30
10.002,10.071,10.236,10/25/2021 3:00
10.002,10.071,10.236,10/25/2021 3:30
10.002,10.071,10.236,10/25/2021 4:00
10.002,10.071,10.236,10/25/2021 4:30
10.002,10.071,10.236,10/25/2021 5:00
10.002,10.071,10.236,10/25/2021 5:30
10.002,10.071,10.236,10/25/2021 6:00
10.002,10.071,10.236,10/25/2021 6:30
10.065,10.071,10.236,10/25/2021 7:00
10.065,10.071,10.236,10/25/2021 7:30
10.065,10.071,10.236,10/25/2021 8:00
10.065,10.071,10.236,10/25/2021 8:30
10.065,10.071,10.236,10/25/2021 9:00
10.065,10.071,10.236,10/25/2021 9:30
10.127,10.134,10.236,10/25/2021 10:00
10.127,10.134,10.236,10/25/2021 10:30
10.19,10.134,10.236,10/25/2021 11:00
10.19,10.134,10.298,10/25/2021 11:30
10.252,10.134,10.298,10/25/2021 12:00
10.252,10.197,10.298,10/25/2021 12:30
10.315,10.197,10.298,10/25/2021 13:00
10.315,10.197,10.298,10/25/2021 13:30
10.378,10.197,10.298,10/25/2021 14:00
10.378,10.259,10.298,10/25/2021 14:30
10.44,10.259,10.361,10/25/2021 15:00
10.44,10.259,10.361,10/25/2021 15:30
10.44,10.259,10.361,10/25/2021 16:00
10.44,10.259,10.361,10/25/2021 16:30
10.44,10.259,10.361,10/25/2021 17:00
10.44,10.259,10.361,10/25/2021 17:30
10.44,10.259,10.361,10/25/2021 18:00
10.44,10.259,10.361,10/25/2021 18:30
10.378,10.259,10.361,10/25/2021 19:00
10.378,10.259,10.361,10/25/2021 19:30
10.378,10.259,10.361,10/25/2021 20:00
10.378,10.259,10.361,10/25/2021 20:30
10.378,10.259,10.361,10/25/2021 21:00
10.378,10.259,10.361,10/25/2021 21:30
10.378,10.259,10.361,10/25/2021 22:00
10.315,10.259,10.361,10/25/2021 22:30
10.315,10.259,10.361,10/25/2021 23:00
10.252,10.197,10.361,10/25/2021 23:30
10.252,10.197,10.361,10/26/2021 0:00
10.19,10.197,10.361,10/26/2021 0:30
10.19,10.197,10.298,10/26/2021 1:00
10.19,10.197,10.298,10/26/2021 1:30
10.127,10.197,10.298,10/26/2021 2:00
10.127,10.197,10.298,10/26/2021 2:30
10.127,10.134,10.298,10/26/2021 3:00
10.065,10.134,10.298,10/26/2021 3:30
10.065,10.134,10.298,10/26/2021 4:00
10.065,10.134,10.298,10/26/2021 4:30
10.065,10.134,10.298,10/26/2021 5:00
10.065,10.134,10.298,10/26/2021 5:30
10.065,10.134,10.298,10/26/2021 6:00
10.065,10.134,10.298,10/26/2021 6:30
10.065,10.134,10.298,10/26/2021 7:00
10.065,10.134,10.298,10/26/2021 7:30
10.065,10.134,10.298,10/26/2021 8:00
10.127,10.134,10.298,10/26/2021 8:30
10.127,10.134,10.298,10/26/2021 9:00
10.19,10.197,10.298,10/26/2021 9:30
10.252,10.197,10.298,10/26/2021 10:00
10.252,10.197,10.298,10/26/2021 10:30
10.315,10.197,10.298,10/26/2021 11:00
10.378,10.197,10.361,10/26/2021 11:30
10.378,10.259,10.361,10/26/2021 12:00
10.44,10.259,10.361,10/26/2021 12:30
10.503,10.322,10.361,10/26/2021 13:00
10.565,10.322,10.423,10/26/2021 13:30
10.691,10.385,10.423,10/26/2021 14:00
10.753,10.385,10.423,10/26/2021 14:30
10.753,10.447,10.423,10/26/2021 15:00
10.816,10.447,10.423,10/26/2021 15:30
10.816,10.447,10.486,10/26/2021 16:00
10.878,10.51,10.486,10/26/2021 16:30
10.878,10.51,10.486,10/26/2021 17:00
10.878,10.51,10.486,10/26/2021 17:30
10.878,10.51,10.486,10/26/2021 18:00
10.878,10.51,10.486,10/26/2021 18:30
10.878,10.51,10.486,10/26/2021 19:00
10.878,10.51,10.486,10/26/2021 19:30
10.816,10.51,10.486,10/26/2021 20:00
10.816,10.51,10.486,10/26/2021 20:30
10.816,10.51,10.486,10/26/2021 21:00
10.816,10.51,10.486,10/26/2021 21:30
10.753,10.51,10.486,10/26/2021 22:00
10.753,10.447,10.486,10/26/2021 22:30
10.691,10.447,10.486,10/26/2021 23:00
10.691,10.447,10.486,10/26/2021 23:30
10.628,10.447,10.486,10/27/2021 0:00
10.628,10.447,10.486,10/27/2021 0:30
10.565,10.447,10.486,10/27/2021 1:00
10.565,10.385,10.486,10/27/2021 1:30
10.565,10.447,10.486,10/27/2021 2:00
10.628,10.447,10.486,10/27/2021 2:30
10.628,10.447,10.486,10/27/2021 3:00
10.691,10.447,10.486,10/27/2021 3:30
10.691,10.447,10.486,10/27/2021 4:00
10.691,10.447,10.486,10/27/2021 4:30
10.753,10.51,10.486,10/27/2021 5:00
10.753,10.51,10.486,10/27/2021 5:30
10.816,10.51,10.486,10/27/2021 6:00
10.816,10.51,10.549,10/27/2021 6:30
10.816,10.51,10.549,10/27/2021 7:00
10.816,10.51,10.549,10/27/2021 7:30
10.816,10.51,10.549,10/27/2021 8:00
10.816,10.51,10.549,10/27/2021 8:30
10.816,10.51,10.549,10/27/2021 9:00
10.816,10.51,10.549,10/27/2021 9:30
10.816,10.51,10.549,10/27/2021 10:00
10.816,10.51,10.549,10/27/2021 10:30
10.816,10.573,10.549,10/27/2021 11:00
10.878,10.573,10.549,10/27/2021 11:30
10.878,10.573,10.549,10/27/2021 12:00
10.878,10.573,10.549,10/27/2021 12:30
10.878,10.573,10.549,10/27/2021 13:00
10.878,10.573,10.549,10/27/2021 13:30
10.878,10.573,10.549,10/27/2021 14:00
10.941,10.573,10.549,10/27/2021 14:30
10.941,10.573,10.549,10/27/2021 15:00
10.941,10.573,10.549,10/27/2021 15:30
10.878,10.573,10.549,10/27/2021 16:00
10.878,10.573,10.549,10/27/2021 16:30
10.878,10.573,10.549,10/27/2021 17:00
10.816,10.573,10.549,10/27/2021 17:30
10.816,10.573,10.549,10/27/2021 18:00
10.753,10.573,10.549,10/27/2021 18:30
10.753,10.51,10.549,10/27/2021 19:00
10.691,10.51,10.549,10/27/2021 19:30
10.628,10.51,10.549,10/27/2021 20:00
10.565,10.447,10.486,10/27/2021 20:30
10.503,10.447,10.486,10/27/2021 21:00
10.44,10.385,10.486,10/27/2021 21:30
10.44,10.385,10.486,10/27/2021 22:00
10.44,10.385,10.486,10/27/2021 22:30
10.44,10.385,10.486,10/27/2021 23:00
10.44,10.385,10.486,10/27/2021 23:30
10.44,10.385,10.486,10/28/2021 0:00
10.378,10.322,10.423,10/28/2021 0:30
10.315,10.322,10.423,10/28/2021 1:00
10.252,10.259,10.423,10/28/2021 1:30
10.19,10.259,10.423,10/28/2021 2:00
10.19,10.259,10.361,10/28/2021 2:30
10.19,10.259,10.361,10/28/2021 3:00
10.127,10.259,10.361,10/28/2021 3:30
10.127,10.197,10.361,10/28/2021 4:00
10.065,10.197,10.361,10/28/2021 4:30
10.002,10.197,10.361,10/28/2021 5:00
9.939,10.134,10.298,10/28/2021 5:30
9.939,10.134,10.298,10/28/2021 6:00
9.877,10.134,10.298,10/28/2021 6:30
9.877,10.071,10.298,10/28/2021 7:00
9.877,10.071,10.298,10/28/2021 7:30
9.814,10.071,10.236,10/28/2021 8:00
9.752,10.071,10.236,10/28/2021 8:30
9.752,10.009,10.236,10/28/2021 9:00
9.752,10.009,10.236,10/28/2021 9:30
9.814,10.009,10.236,10/28/2021 10:00
9.814,10.009,10.236,10/28/2021 10:30
9.877,10.009,10.236,10/28/2021 11:00
9.939,10.071,10.236,10/28/2021 11:30
10.002,10.071,10.236,10/28/2021 12:00
10.065,10.134,10.236,10/28/2021 12:30
10.127,10.134,10.298,10/28/2021 13:00
10.19,10.197,10.298,10/28/2021 13:30
10.252,10.197,10.298,10/28/2021 14:00
10.315,10.197,10.298,10/28/2021 14:30
10.378,10.259,10.298,10/28/2021 15:00
10.378,10.259,10.361,10/28/2021 15:30
10.378,10.259,10.361,10/28/2021 16:00
10.315,10.259,10.361,10/28/2021 16:30
10.315,10.259,10.361,10/28/2021 17:00
10.252,10.197,10.298,10/28/2021 17:30
10.19,10.197,10.298,10/28/2021 18:00
10.127,10.134,10.298,10/28/2021 18:30
10.002,10.134,10.298,10/28/2021 19:00
9.939,10.071,10.236,10/28/2021 19:30
9.814,10.009,10.236,10/28/2021 20:00
9.689,10.009,10.173,10/28/2021 20:30
9.564,9.946,10.173,10/28/2021 21:00
9.501,9.883,10.11,10/28/2021 21:30
9.376,9.821,10.11,10/28/2021 22:00
9.251,9.758,10.048,10/28/2021 22:30
9.188,9.695,10.048,10/28/2021 23:00
9.063,9.695,9.985,10/28/2021 23:30
8.938,9.633,9.985,10/29/2021 0:00
8.875,9.57,9.923,10/29/2021 0:30
8.75,9.507,9.923,10/29/2021 1:00
8.624,9.445,9.86,10/29/2021 1:30
8.562,9.382,9.86,10/29/2021 2:00
8.437,9.382,9.797,10/29/2021 2:30
8.374,9.319,9.797,10/29/2021 3:00
8.311,9.257,9.735,10/29/2021 3:30
8.249,9.257,9.735,10/29/2021 4:00
8.249,9.194,9.672,10/29/2021 4:30
8.186,9.194,9.672,10/29/2021 5:00
8.123,9.131,9.672,10/29/2021 5:30
8.061,9.131,9.61,10/29/2021 6:00
8.061,9.069,9.61,10/29/2021 6:30
7.998,9.006,9.547,10/29/2021 7:00
7.936,9.006,9.547,10/29/2021 7:30
7.873,8.943,9.547,10/29/2021 8:00
7.873,8.943,9.484,10/29/2021 8:30
7.936,8.943,9.484,10/29/2021 9:00
7.998,8.943,9.484,10/29/2021 9:30
8.061,8.943,9.484,10/29/2021 10:00
8.123,9.006,9.484,10/29/2021 10:30
8.249,9.006,9.484,10/29/2021 11:00
8.311,9.069,9.547,10/29/2021 11:30
8.437,9.069,9.547,10/29/2021 12:00
8.562,9.131,9.547,10/29/2021 12:30
8.75,9.194,9.61,10/29/2021 13:00
8.875,9.257,9.61,10/29/2021 13:30
8.938,9.257,9.61,10/29/2021 14:00
9.063,9.319,9.672,10/29/2021 14:30
9.188,9.382,9.672,10/29/2021 15:00
9.251,9.382,9.735,10/29/2021 15:30
9.251,9.445,9.735,10/29/2021 16:00
9.313,9.445,9.735,10/29/2021 16:30
9.313,9.445,9.735,10/29/2021 17:00
9.313,9.445,9.735,10/29/2021 17:30
9.313,9.445,9.735,10/29/2021 18:00
9.251,9.507,9.735,10/29/2021 18:30
9.251,9.445,9.735,10/29/2021 19:00
9.251,9.445,9.735,10/29/2021 19:30
9.251,9.445,9.735,10/29/2021 20:00
9.251,9.445,9.735,10/29/2021 20:30
9.251,9.445,9.735,10/29/2021 21:00
9.251,9.445,9.735,10/29/2021 21:30
9.251,9.445,9.735,10/29/2021 22:00
9.251,9.445,9.735,10/29/2021 22:30
9.251,9.445,9.735,10/29/2021 23:00
9.251,9.445,9.735,10/29/2021 23:30
9.251,9.445,9.735,10/30/2021 0:00
9.188,9.445,9.735,10/30/2021 0:30
9.188,9.445,9.735,10/30/2021 1:00
9.188,9.445,9.735,10/30/2021 1:30
9.125,9.445,9.735,10/30/2021 2:00
9.125,9.445,9.735,10/30/2021 2:30
9.188,9.445,9.735,10/30/2021 3:00
9.188,9.445,9.735,10/30/2021 3:30
9.188,9.445,9.735,10/30/2021 4:00
9.188,9.445,9.735,10/30/2021 4:30
9.188,9.445,9.735,10/30/2021 5:00
9.188,9.445,9.735,10/30/2021 5:30
9.251,9.445,9.735,10/30/2021 6:00
9.251,9.445,9.735,10/30/2021 6:30
9.251,9.507,9.735,10/30/2021 7:00
9.313,9.507,9.735,10/30/2021 7:30
9.313,9.507,9.735,10/30/2021 8:00
9.313,9.507,9.735,10/30/2021 8:30
9.376,9.507,9.735,10/30/2021 9:00
9.376,9.57,9.797,10/30/2021 9:30
9.438,9.57,9.797,10/30/2021 10:00
9.501,9.57,9.797,10/30/2021 10:30
9.564,9.633,9.797,10/30/2021 11:00
9.626,9.633,9.797,10/30/2021 11:30
9.689,9.695,9.86,10/30/2021 12:00
9.752,9.695,9.86,10/30/2021 12:30
9.814,9.695,9.86,10/30/2021 13:00
9.814,9.758,9.923,10/30/2021 13:30
9.877,9.758,9.923,10/30/2021 14:00
9.939,9.821,9.923,10/30/2021 14:30
10.002,9.821,9.923,10/30/2021 15:00
10.065,9.883,9.985,10/30/2021 15:30
10.065,9.883,9.985,10/30/2021 16:00
10.19,9.883,9.985,10/30/2021 16:30
10.19,9.946,9.985,10/30/2021 17:00
10.252,9.946,10.048,10/30/2021 17:30
10.252,9.946,10.048,10/30/2021 18:00
10.252,10.009,10.048,10/30/2021 18:30
10.252,10.009,10.048,10/30/2021 19:00
10.252,10.009,10.048,10/30/2021 19:30
10.315,10.009,10.048,10/30/2021 20:00
10.315,10.071,10.11,10/30/2021 20:30
10.315,10.071,10.11,10/30/2021 21:00
10.378,10.071,10.11,10/30/2021 21:30
10.378,10.071,10.11,10/30/2021 22:00
10.378,10.071,10.11,10/30/2021 22:30
10.44,10.134,10.11,10/30/2021 23:00
10.44,10.134,10.173,10/30/2021 23:30
10.44,10.134,10.173,10/31/2021 0:00
10.503,10.134,10.173,10/31/2021 0:30
10.503,10.134,10.173,10/31/2021 1:00
10.503,10.197,10.173,10/31/2021 1:30
10.565,10.197,10.173,10/31/2021 2:00
10.565,10.197,10.173,10/31/2021 2:30
10.565,10.197,10.236,10/31/2021 3:00
10.565,10.197,10.236,10/31/2021 3:30
10.628,10.259,10.236,10/31/2021 4:00
10.628,10.259,10.236,10/31/2021 4:30
10.628,10.259,10.236,10/31/2021 5:00
10.628,10.259,10.236,10/31/2021 5:30
10.565,10.259,10.236,10/31/2021 6:00
10.565,10.259,10.236,10/31/2021 6:30
10.565,10.259,10.236,10/31/2021 7:00
10.565,10.259,10.236,10/31/2021 7:30
10.565,10.259,10.236,10/31/2021 8:00
10.565,10.259,10.236,10/31/2021 8:30
10.565,10.259,10.298,10/31/2021 9:00
10.628,10.259,10.298,10/31/2021 9:30
10.628,10.322,10.298,10/31/2021 10:00
10.691,10.322,10.298,10/31/2021 10:30
10.753,10.322,10.298,10/31/2021 11:00
10.816,10.385,10.298,10/31/2021 11:30
10.878,10.385,10.361,10/31/2021 12:00
10.941,10.447,10.361,10/31/2021 12:30
11.004,10.447,10.361,10/31/2021 13:00
11.066,10.51,10.423,10/31/2021 13:30
11.129,10.51,10.423,10/31/2021 14:00
11.254,10.573,10.423,10/31/2021 14:30
11.317,10.635,10.486,10/31/2021 15:00
11.317,10.635,10.486,10/31/2021 15:30
11.317,10.635,10.486,10/31/2021 16:00
11.379,10.635,10.549,10/31/2021 16:30
11.317,10.635,10.549,10/31/2021 17:00
11.317,10.635,10.549,10/31/2021 17:30
11.254,10.635,10.549,10/31/2021 18:00
11.192,10.635,10.486,10/31/2021 18:30
11.129,10.573,10.486,10/31/2021 19:00
11.066,10.573,10.486,10/31/2021 19:30
11.004,10.573,10.486,10/31/2021 20:00
10.941,10.51,10.486,10/31/2021 20:30
10.941,10.51,10.486,10/31/2021 21:00
10.878,10.51,10.486,10/31/2021 21:30
10.816,10.51,10.423,10/31/2021 22:00
10.753,10.447,10.423,10/31/2021 22:30
10.691,10.447,10.423,10/31/2021 23:00
10.628,10.385,10.423,10/31/2021 23:30
